sample_id	predict_score_0	predict_score_1
TCGA-E9-A1N6	0.989152193069458	0.010847839526832104
TCGA-C8-A26X	0.9990605711936951	0.0009394631488248706
TCGA-LL-A441	0.9999271631240845	7.28839440853335e-05
TCGA-BH-A0H3	0.9975246787071228	0.002475316869094968
TCGA-LL-A5YP	0.995162308216095	0.004837754648178816
TCGA-LL-A73Z	0.013034727424383163	0.9869652986526489
TCGA-A1-A0SQ	0.03456680104136467	0.9654332399368286
TCGA-AO-A12E	0.9992225170135498	0.000777422683313489
TCGA-E2-A1IE	0.9995061159133911	0.0004938468337059021
TCGA-AC-A2QJ	0.09565763175487518	0.9043423533439636
TCGA-BH-A6R9	0.9967973828315735	0.003202586667612195
TCGA-A2-A1FV	0.9836843013763428	0.016315704211592674
TCGA-B6-A0RV	0.9824816584587097	0.017518412321805954
TCGA-E9-A22D	0.9990691542625427	0.0009309279266744852
TCGA-A2-A0YK	0.9998538494110107	0.00014611259393859655
TCGA-C8-A3M7	0.0007825065986253321	0.9992175102233887
TCGA-AR-A2LH	0.9986729621887207	0.0013270537601783872
TCGA-E2-A10B	0.9597431421279907	0.04025690630078316
TCGA-AC-A6IW	0.9997418522834778	0.00025813287356868386
TCGA-AQ-A1H3	0.9974358677864075	0.002564111491665244
TCGA-AC-A3W6	0.026341279968619347	0.9736586809158325
TCGA-E9-A1RG	0.005682764109224081	0.9943172335624695
TCGA-BH-A0DK	0.932142436504364	0.06785754859447479
TCGA-D8-A1JH	0.9980344176292419	0.0019655695650726557
TCGA-C8-A275	0.005444888956844807	0.9945551156997681
TCGA-AR-A2LR	0.9855705499649048	0.014429450035095215
TCGA-E2-A1B6	0.9999284744262695	7.146512507461011e-05
TCGA-B6-A0RS	0.9998194575309753	0.0001806089567253366
TCGA-OL-A66J	0.9979945421218872	0.0020054851192981005
TCGA-AR-A1AU	0.02522093988955021	0.9747790098190308
TCGA-E9-A228	0.3682440519332886	0.6317559480667114
TCGA-OL-A66P	0.30865058302879333	0.6913493871688843
TCGA-E9-A249	0.9988579750061035	0.0011420327937230468
TCGA-5T-A9QA	0.031700219959020615	0.9682998061180115
TCGA-E9-A227	0.9952127933502197	0.004787152167409658
TCGA-BH-A0HK	0.9999933242797852	6.620468411711045e-06
TCGA-E9-A1NH	0.9700595140457153	0.029940476641058922
TCGA-LL-A73Y	0.9989458918571472	0.001054184278473258
TCGA-AR-A1AK	0.9995947480201721	0.00040523099596612155
TCGA-A2-A0CT	0.9980487823486328	0.0019511665450409055
TCGA-AR-A1AQ	0.9993792772293091	0.0006206656107679009
TCGA-A7-A6VW	0.9386817216873169	0.06131826341152191
TCGA-E9-A3HO	0.14182579517364502	0.858174204826355
TCGA-BH-A0DS	0.0006486819474957883	0.9993513226509094
TCGA-A8-A0A6	0.7615928649902344	0.23840712010860443
TCGA-OL-A66L	0.00460092956200242	0.9953990578651428
TCGA-E2-A1AZ	0.9989691972732544	0.0010307530174031854
TCGA-A2-A25A	0.5356144309043884	0.4643855392932892
TCGA-A7-A56D	0.0016390589298680425	0.9983609318733215
TCGA-E9-A3Q9	0.997450053691864	0.00254992488771677
TCGA-E2-A106	0.9993048906326294	0.0006950707756914198
TCGA-E2-A2P6	0.9999926090240479	7.416865628329106e-06
TCGA-BH-A0B6	0.9990328550338745	0.0009671315201558173
TCGA-S3-AA15	0.9890803694725037	0.010919664986431599
TCGA-EW-A1PA	0.994316041469574	0.005683982744812965
TCGA-AR-A2LK	0.3633503317832947	0.6366496682167053
TCGA-EW-A1PE	0.9869657754898071	0.013034285977482796
TCGA-PE-A5DD	0.125533789396286	0.8744662404060364
TCGA-GM-A5PX	0.0038374820724129677	0.9961625337600708
TCGA-B6-A401	0.999656081199646	0.00034390290966257453
TCGA-E2-A105	0.9981166124343872	0.0018833507783710957
TCGA-AC-A2FO	0.9867103695869446	0.013289609923958778
TCGA-C8-A3M8	0.9999845027923584	1.5459925634786487e-05
TCGA-E2-A2P5	0.9999903440475464	9.682614290795755e-06
TCGA-C8-A26V	0.9975194334983826	0.0024805653374642134
TCGA-AC-A5EH	0.9842897057533264	0.01571032963693142
TCGA-AC-A23G	0.9954981803894043	0.0045018321834504604
